Measure,region_from,region_to,Measure_Type,value,Base_Region,Sample_ID
di_kozachenko,lateraloccipital,temporalpole,Pairwise,-0.19149256735693587,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,temporalpole,Pairwise,0.0005540907494177602,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,temporalpole,Pairwise,0.013294028910972644,,298051
ce_kozachenko,lateraloccipital,temporalpole,Pairwise,1.4148503372368162,,298051
cce_kozachenko,lateraloccipital,temporalpole,Pairwise,7.285230549429235,,298051
entropy_kozachenko,transversetemporal,transversetemporal,Single-process,1.374173762947967,transversetemporal,298051
AIS_kraskov,transversetemporal,transversetemporal,Single-process,0.026303114889865142,transversetemporal,298051
je_kozachenko,lateraloccipital,transversetemporal,Pairwise,2.8586515179124024,,298051
si_kozachenko_k-1,lateraloccipital,transversetemporal,Pairwise,0.10469979598302936,,298051
mi_kraskov_NN-4,lateraloccipital,transversetemporal,Pairwise,-0.014261723415950556,,298051
tlmi_kraskov_NN-4,lateraloccipital,transversetemporal,Pairwise,-0.004203742332061111,,298051
di_kozachenko,lateraloccipital,transversetemporal,Pairwise,-0.06050267863863468,,298051
gc_gaussian_k-1_kt-1_l-1_lt-1,lateraloccipital,transversetemporal,Pairwise,0.0002443959962335487,,298051
te_kraskov_NN-4_k-1_kt-1_l-1_lt-1,lateraloccipital,transversetemporal,Pairwise,-0.0007569046338407048,,298051
ce_kozachenko,lateraloccipital,transversetemporal,Pairwise,1.429063800823657,,298051
cce_kozachenko,lateraloccipital,transversetemporal,Pairwise,7.024571731659897,,298051
entropy_kozachenko,caudalmiddlefrontal,caudalmiddlefrontal,Single-process,1.4215685120902686,caudalmiddlefrontal,298051
AIS_kraskov,caudalmiddlefrontal,caudalmiddlefrontal,Single-process,0.27565644212278606,caudalmiddlefrontal,298051
je_kozachenko,lateraloccipital,caudalmiddlefrontal,Pairwise,2.718549208755362,,298051
si_kozachenko_k-1,lateraloccipital,caudalmiddlefrontal,Pairwise,-0.04291800904786269,,298051
mi_kraskov_NN-4,lateraloccipital,caudalmiddlefrontal,Pairwise,0.053010880411548555,,298051
